,Unnamed: 0.1,Unnamed: 0,ID,Username,Review,AppRating,ThumbsUpCount,ReviewTime,CompanyReply,ReplyTime,AppVersion,result,sentiment,score
180,180,180,56b7a997-458e-449e-833a-72fdb0c748cb,ann mag,"I LOVE SPOTIFYYY BUT YALL REALLY NEED TO FIX YOUR ""couldn't load lyrics"" PROBLEMM JS SAYING",4,0,2024-04-10 04:19:02,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9977630376815796}]",NEGATIVE,0.9977630376815796
181,181,181,c656e961-12c8-4acc-ab6a-827a4a644e87,Caiden Cartin,why are you adding songs to my playlist and not letting me hear my music in the order i want it to be in also when i want to play a sing it plays a random other song,1,0,2024-04-10 04:15:41,"Hi Caiden! We're sorry to hear you're having trouble with the app. We'd recommend reaching out to our Customer Service team to get help on this. Just search ""Contact Us"" at https://support.spotify.com/.",2024-04-10 05:53:30,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994945526123047}]",NEGATIVE,0.9994945526123048
182,182,182,1932bc98-5266-4c7c-aafc-f8a43321e58e,spineyswordfish,"The new layout for Library is terrible. The merger of podcasts with music in one combined list is a bad idea.The sort by ""recently added"" is broken. It will move anything updated that day to the top but anything older is a jumbled mess. So if you want to easily find what was posted yesterday good luck.",1,2,2024-04-10 04:06:55,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994981288909912}]",NEGATIVE,0.9994981288909912
183,183,183,a08f70fb-8d5a-4e62-9b23-ce46b56e1be0,Ken Miller,Awesome app!!,5,0,2024-04-10 04:02:19,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987438321113586}]",POSITIVE,0.9987438321113586
184,184,184,0f685bdf-0a51-4894-b0f5-52f0f2cd82f3,Christian Garcia,Thus is my happy place,5,0,2024-04-10 03:59:39,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9984739422798157}]",POSITIVE,0.9984739422798156
185,185,185,36cc37a3-8ad9-42e9-85a5-44e76bb0eeae,bianca Sarra,Very convenient and entertaining,5,0,2024-04-10 03:50:40,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988672733306885}]",POSITIVE,0.9988672733306884
186,186,186,2b0fb21f-9543-4704-8cdb-becece42fea4,Michael Jones,Spotify is everything you could possibly need.,5,0,2024-04-10 03:47:21,,,,"[{'label': 'POSITIVE', 'score': 0.998654842376709}]",POSITIVE,0.998654842376709
187,187,187,b897b457-1144-41d7-a673-3b14db223125,Melissa Taylor,This has happened twice now.... I've had phone under arm and songs get deleted. First time I could recover. This time the amount lost was hours of searching. Please fix.,3,0,2024-04-10 03:44:11,"Hi Melissa! We're sorry to hear you're having trouble with your saved songs. We'd suggest reaching out to our Customer Service team to get help on this. Just search ""Contact Us"" at https://support.spotify.com/.",2024-04-10 05:50:09,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9990123510360718}]",NEGATIVE,0.9990123510360718
188,188,188,dfca9a1a-5d58-40d6-8fc9-4da9402705f7,Gerardo Arroyo,"It was best application until you made 'changes' and ruined it. THE UI WAS QUITE BETTER BEFORE, when i block my phone screen it stops playing and audio sharing session stops constantly. Downloadws suddenly can't play them when no conection and audio Streaming interrupts constantly even if inhave a very fast internet conection. Don't know what you did but please rollback. Btw I'm a QAT",1,0,2024-04-10 03:42:48,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994962215423584}]",NEGATIVE,0.9994962215423584
189,189,189,42a93662-e45c-4ba4-8503-d810999970b0,shantybps krishnasamy,மீ(ம]ஈ mi(me]my mA(e]darkmatter கன்னியாகுமாரி(ஒரு] லை!ர் ஓளி4ஒழி(.]சமுத்ர மீன் பெருக்ஹம்,4,0,2024-04-10 03:40:41,,,,"[{'label': 'POSITIVE', 'score': 0.9925339221954346}]",POSITIVE,0.9925339221954346
190,190,190,4318d1da-b668-4d19-8a83-4ed46a7a1fd1,Osmoticlese,Solid,4,0,2024-04-10 03:29:11,,,8.9.20.574,"[{'label': 'POSITIVE', 'score': 0.998731791973114}]",POSITIVE,0.998731791973114
191,191,191,4f39848e-e052-4231-82ec-244e055d56e0,Charlie's Little Corner,I've had my account since 2016. It's the only app I listen to music on. It's also very easy to discover artists/bands. Downside? The shuffle feature is broken af. I used to strategically make my playlists before premium too. (I think the price is fair though),4,0,2024-04-10 03:29:00,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9976211190223694}]",POSITIVE,0.9976211190223694
192,192,192,9a652dd1-e2ee-427d-a2ea-c3a9366781b9,Keshava Pandi,"Hello spotify and team. I am using a craked version of spotify to escape from hearing ur ads and the limited control access on hearing music in a free version.So basically this craked version allows me to use the premium acces of spotify and gives it for free. So, I think I took the best option👍",1,1,2024-04-10 03:26:52,,,8.9.8.545,"[{'label': 'POSITIVE', 'score': 0.9983630776405334}]",POSITIVE,0.9983630776405334
193,193,193,bdd8f674-054f-4586-8a52-8f31d0eef93a,Ai R,"OH MY GOD! This redesign of the dislike button is so ANNOYING! It used to take one click to remove a song from Liked songs, now it takes three. How can you mess up such a basic and simple thing! Why do I even have to choose which playlist I want to remove a song from when I only have that song in ONE playlist! I only use Liked songs and no other playlists. Please make a setting to turn this functionality off. I never want to see that box again!",1,0,2024-04-10 03:26:07,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994935989379883}]",NEGATIVE,0.9994935989379884
194,194,194,893bc931-e44a-49c7-9683-eaa76c527e54,Stitch,this app used to be good back then,1,0,2024-04-10 03:25:54,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9900112748146057}]",NEGATIVE,0.9900112748146056
195,195,195,6dd968e7-8014-415b-adac-28eafe7577fb,Taiwo Ephraim,"This app is useless since they installed the new version , playing recommended songs so stupid it's just useless now please remove the new update",1,0,2024-04-10 03:25:21,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995009899139404}]",NEGATIVE,0.9995009899139404
196,196,196,fe5f5a30-d5ec-45e1-bbb0-1fc7653e29f0,Gunshita Kesarwani,Worst update,1,0,2024-04-10 03:24:51,,,,"[{'label': 'NEGATIVE', 'score': 0.9994906187057495}]",NEGATIVE,0.9994906187057496
197,197,197,a10f696a-272c-4009-a861-ab22b0847e27,Ankur Patel,V. Good,4,0,2024-04-10 03:24:08,,,,"[{'label': 'POSITIVE', 'score': 0.9985204339027405}]",POSITIVE,0.9985204339027404
198,198,198,3ad58c49-765d-46e0-9b33-bd1c901f7fe8,Deitie Ofall,"24 mins listening. 4 ad breaks bout 2 mins long and 1 song from my list and so many suggestions it used every skip. Not worth it. Response to response. ""FREE"" trails don't need cc details. It not free it's one trick month to get your details and hope u forget to unsubscribe.",1,1,2024-04-10 03:20:23,"We’re sorry to hear this, and we’ll pass your feedback along to the Ads team. For an ad free experience, we’d recommend checking out our Premium plans. If you’ve never had Premium before, you should be eligible for our trial. You can also check out other deals by heading over to http://spotify.com/premium.",2024-04-10 02:44:12,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.999503493309021}]",NEGATIVE,0.999503493309021
